	Data	Id	Label	Median	Signif	Substr	pVal
6340	0.22	Median_duration_of_feeding_burst_insider_IBI_	2378	0.28	no	yeast	0.2977022977022977
6341	0.51	Median_duration_of_feeding_burst_insider_IBI_	2538	0.36750000000000005	no	yeast	0.6069930069930071
6342	0.985	Median_duration_of_feeding_burst_insider_IBI_	2547	0.7	no	yeast	0.1737762237762238
6343	0.355	Median_duration_of_feeding_burst_insider_IBI_	0730	0.355	no	yeast	0.8452077334430275
6344	0.58	Median_duration_of_feeding_burst_insider_IBI_	0732	0.58	no	yeast	0.4941245444092638
6345	0.35	Median_duration_of_feeding_burst_insider_IBI_	1549	0.31	no	yeast	0.27132867132867133
6346	1.49	Median_duration_of_feeding_burst_insider_IBI_	1579	1.0425	no	yeast	0.07272727272727272
6347	0.66	Median_duration_of_feeding_burst_insider_IBI_	1593	0.66	no	yeast	0.4818181818181818
6348	0.28	Median_duration_of_feeding_burst_insider_IBI_	2310	0.21500000000000002	no	yeast	0.07272727272727272
6349	0.395	Median_duration_of_feeding_burst_insider_IBI_	2538	0.36750000000000005	no	yeast	0.6069930069930071
6350	1.01	Median_duration_of_feeding_burst_insider_IBI_	2609	0.71	no	yeast	0.22377622377622375
6351	0.34	Median_duration_of_feeding_burst_insider_IBI_	0732	0.58	no	yeast	0.4941245444092638
6352	0.38	Median_duration_of_feeding_burst_insider_IBI_	1052	0.38	no	yeast	0.8231768231768232
6353	0.22	Median_duration_of_feeding_burst_insider_IBI_	1550	0.21	no	yeast	0.01818181818181818
6354	0.16	Median_duration_of_feeding_burst_insider_IBI_	2259	0.16	no	yeast	0.2
6355	0.24	Median_duration_of_feeding_burst_insider_IBI_	2538	0.36750000000000005	no	yeast	0.6069930069930071
6356	1.97	Median_duration_of_feeding_burst_insider_IBI_	2609	0.71	no	yeast	0.22377622377622375
6357	0.43	Median_duration_of_feeding_burst_insider_IBI_	0730	0.355	no	yeast	0.8452077334430275
6358	0.16	Median_duration_of_feeding_burst_insider_IBI_	1046	0.365	no	yeast	0.7756243756243756
6359	0.25	Median_duration_of_feeding_burst_insider_IBI_	1549	0.31	no	yeast	0.27132867132867133
6360	0.6	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	yeast	0.4
6361	1.25	Median_duration_of_feeding_burst_insider_IBI_	1593	0.66	no	yeast	0.4818181818181818
6362	0.3	Median_duration_of_feeding_burst_insider_IBI_	2285	0.33499999999999996	no	yeast	0.43636363636363634
6363	0.45	Median_duration_of_feeding_burst_insider_IBI_	2316	0.7899999999999999	no	yeast	0.3884115884115884
6364	0.7	Median_duration_of_feeding_burst_insider_IBI_	2547	0.7	no	yeast	0.1737762237762238
6365	0.34	Median_duration_of_feeding_burst_insider_IBI_	2609	0.71	no	yeast	0.22377622377622375
6366	0.715	Median_duration_of_feeding_burst_insider_IBI_	0732	0.58	no	yeast	0.4941245444092638
6367	0.66	Median_duration_of_feeding_burst_insider_IBI_	0923	0.52	no	yeast	0.6041958041958042
6368	0.255	Median_duration_of_feeding_burst_insider_IBI_	1046	0.365	no	yeast	0.7756243756243756
6369	0.33	Median_duration_of_feeding_burst_insider_IBI_	1073	0.33	no	yeast	0.6000000000000001
6370	0.5	Median_duration_of_feeding_burst_insider_IBI_	1557	0.5700000000000001	no	yeast	0.21818181818181817
6371	0.32	Median_duration_of_feeding_burst_insider_IBI_	2316	0.7899999999999999	no	yeast	0.3884115884115884
6372	0.21	Median_duration_of_feeding_burst_insider_IBI_	1075	0.36	no	yeast	0.6272727272727273
6373	0.64	Median_duration_of_feeding_burst_insider_IBI_	1557	0.5700000000000001	no	yeast	0.21818181818181817
6374	0.34	Median_duration_of_feeding_burst_insider_IBI_	2538	0.36750000000000005	no	yeast	0.6069930069930071
6375	0.99	Median_duration_of_feeding_burst_insider_IBI_	0732	0.58	no	yeast	0.4941245444092638
6376	0.47	Median_duration_of_feeding_burst_insider_IBI_	1046	0.365	no	yeast	0.7756243756243756
6377	0.19	Median_duration_of_feeding_burst_insider_IBI_	1550	0.21	no	yeast	0.01818181818181818
6378	1.34	Median_duration_of_feeding_burst_insider_IBI_	2394	0.38	no	yeast	1.0
6379	0.25	Median_duration_of_feeding_burst_insider_IBI_	2547	0.7	no	yeast	0.1737762237762238
6380	0.45	Median_duration_of_feeding_burst_insider_IBI_	2624	0.56	no	yeast	0.14545454545454545
6381	0.32	Median_duration_of_feeding_burst_insider_IBI_	0730	0.355	no	yeast	0.8452077334430275
6382	0.25	Median_duration_of_feeding_burst_insider_IBI_	0732	0.58	no	yeast	0.4941245444092638
6383	0.36	Median_duration_of_feeding_burst_insider_IBI_	1075	0.36	no	yeast	0.6272727272727273
6384	0.27	Median_duration_of_feeding_burst_insider_IBI_	1549	0.31	no	yeast	0.27132867132867133
6385	1.32	Median_duration_of_feeding_burst_insider_IBI_	2608	1.32	no	yeast	0.2
6386	2.91	Median_duration_of_feeding_burst_insider_IBI_	2635	2.91	no	yeast	0.2
6387	0.355	Median_duration_of_feeding_burst_insider_IBI_	0730	0.355	no	yeast	0.8452077334430275
6388	1.13	Median_duration_of_feeding_burst_insider_IBI_	2316	0.7899999999999999	no	yeast	0.3884115884115884
6389	0.48	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6390	0.37	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6391	0.53	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6392	0.435	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6393	0.36	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6394	0.3	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6395	0.215	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6396	0.39	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6397	0.72	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.39	no	yeast	1.0
6398	0.23	Median_duration_of_feeding_burst_insider_IBI_	0923	0.33499999999999996	no	sucrose	0.10272740704482734
6399	0.18	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6400	0.39	Median_duration_of_feeding_burst_insider_IBI_	1052	0.25	no	sucrose	0.07016509006464608
6401	3.03	Median_duration_of_feeding_burst_insider_IBI_	1543	0.5625	no	sucrose	0.6868298722379803
6402	0.48	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6403	0.18	Median_duration_of_feeding_burst_insider_IBI_	1550	0.56	no	sucrose	0.8714843018477174
6404	0.56	Median_duration_of_feeding_burst_insider_IBI_	1558	0.775	no	sucrose	0.3969235972143951
6405	0.29	Median_duration_of_feeding_burst_insider_IBI_	1561	0.345	no	sucrose	0.29239766081871343
6406	0.32	Median_duration_of_feeding_burst_insider_IBI_	1566	0.33999999999999997	no	sucrose	0.2203688673232953
6407	0.75	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	sucrose	0.6113156373481944
6408	1.34	Median_duration_of_feeding_burst_insider_IBI_	1570	0.575	no	sucrose	0.8930965910320733
6409	6.38	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6410	2.305	Median_duration_of_feeding_burst_insider_IBI_	1581	0.7325	no	sucrose	1.0
6411	1.88	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6412	0.45	Median_duration_of_feeding_burst_insider_IBI_	2388	0.45	no	sucrose	0.935672514619883
6413	0.38	Median_duration_of_feeding_burst_insider_IBI_	2394	0.34	no	sucrose	0.09222676395178937
6414	0.245	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6415	0.38	Median_duration_of_feeding_burst_insider_IBI_	2608	0.26	no	sucrose	0.024990089116133686
6416	0.69	Median_duration_of_feeding_burst_insider_IBI_	2624	0.35	no	sucrose	0.11630520519059839
6417	0.39	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.445	no	sucrose	1.0
6418	0.35	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6419	0.57	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6420	0.56	Median_duration_of_feeding_burst_insider_IBI_	1054	0.615	no	sucrose	0.638205548083921
6421	0.99	Median_duration_of_feeding_burst_insider_IBI_	1077	0.3275	no	sucrose	0.26244976150449434
6422	0.27	Median_duration_of_feeding_burst_insider_IBI_	1543	0.5625	no	sucrose	0.6868298722379803
6423	0.775	Median_duration_of_feeding_burst_insider_IBI_	1558	0.775	no	sucrose	0.3969235972143951
6424	0.25	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	sucrose	0.6113156373481944
6425	0.985	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6426	0.175	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6427	0.89	Median_duration_of_feeding_burst_insider_IBI_	2259	0.475	no	sucrose	1.0
6428	0.2	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6429	0.255	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6430	0.285	Median_duration_of_feeding_burst_insider_IBI_	2394	0.34	no	sucrose	0.09222676395178937
6431	0.365	Median_duration_of_feeding_burst_insider_IBI_	2538	0.265	no	sucrose	0.020749300960576502
6432	1.33	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6433	0.44	Median_duration_of_feeding_burst_insider_IBI_	2624	0.35	no	sucrose	0.11630520519059839
6434	1.19	Median_duration_of_feeding_burst_insider_IBI_	2635	0.875	no	sucrose	0.19391854695482663
6435	0.54	Median_duration_of_feeding_burst_insider_IBI_	4159	0.62	no	sucrose	0.388659874545796
6436	0.4	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.445	no	sucrose	1.0
6437	0.26	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6438	0.35	Median_duration_of_feeding_burst_insider_IBI_	0731	0.45	no	sucrose	0.3813610144890933
6439	1.12	Median_duration_of_feeding_burst_insider_IBI_	0732	0.55	no	sucrose	0.8292807808909604
6440	0.35	Median_duration_of_feeding_burst_insider_IBI_	0923	0.33499999999999996	no	sucrose	0.10272740704482734
6441	0.29	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6442	0.62	Median_duration_of_feeding_burst_insider_IBI_	1053	0.62	no	sucrose	0.832277048021865
6443	0.615	Median_duration_of_feeding_burst_insider_IBI_	1054	0.615	no	sucrose	0.638205548083921
6444	0.55	Median_duration_of_feeding_burst_insider_IBI_	1543	0.5625	no	sucrose	0.6868298722379803
6445	0.26	Median_duration_of_feeding_burst_insider_IBI_	1545	0.485	no	sucrose	0.6998980448060579
6446	0.39	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6447	0.56	Median_duration_of_feeding_burst_insider_IBI_	1550	0.56	no	sucrose	0.8714843018477174
6448	0.19	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	sucrose	0.6113156373481944
6449	0.35	Median_duration_of_feeding_burst_insider_IBI_	1570	0.575	no	sucrose	0.8930965910320733
6450	0.43	Median_duration_of_feeding_burst_insider_IBI_	1575	0.43	no	sucrose	0.7777777777777777
6451	1.01	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6452	0.305	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6453	0.18	Median_duration_of_feeding_burst_insider_IBI_	2278	0.18	no	sucrose	0.1111111111111111
6454	0.26	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6455	0.45	Median_duration_of_feeding_burst_insider_IBI_	2388	0.45	no	sucrose	0.935672514619883
6456	0.34	Median_duration_of_feeding_burst_insider_IBI_	2394	0.34	no	sucrose	0.09222676395178937
6457	0.26	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6458	0.15	Median_duration_of_feeding_burst_insider_IBI_	2608	0.26	no	sucrose	0.024990089116133686
6459	0.495	Median_duration_of_feeding_burst_insider_IBI_	2635	0.875	no	sucrose	0.19391854695482663
6460	0.615	Median_duration_of_feeding_burst_insider_IBI_	4159	0.62	no	sucrose	0.388659874545796
6461	0.5	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.445	no	sucrose	1.0
6462	0.35	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6463	0.265	Median_duration_of_feeding_burst_insider_IBI_	0731	0.45	no	sucrose	0.3813610144890933
6464	0.3	Median_duration_of_feeding_burst_insider_IBI_	0923	0.33499999999999996	no	sucrose	0.10272740704482734
6465	0.385	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6466	0.2	Median_duration_of_feeding_burst_insider_IBI_	1054	0.615	no	sucrose	0.638205548083921
6467	0.255	Median_duration_of_feeding_burst_insider_IBI_	1077	0.3275	no	sucrose	0.26244976150449434
6468	0.29	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6469	0.4	Median_duration_of_feeding_burst_insider_IBI_	1561	0.345	no	sucrose	0.29239766081871343
6470	0.36	Median_duration_of_feeding_burst_insider_IBI_	1566	0.33999999999999997	no	sucrose	0.2203688673232953
6471	1.39	Median_duration_of_feeding_burst_insider_IBI_	1567	0.365	no	sucrose	0.4463428853659771
6472	0.98	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	sucrose	0.6113156373481944
6473	1.36	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6474	0.44	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6475	1.18	Median_duration_of_feeding_burst_insider_IBI_	2259	0.475	no	sucrose	1.0
6476	0.34	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6477	0.96	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6478	0.46	Median_duration_of_feeding_burst_insider_IBI_	2324	0.46	no	sucrose	0.9156688023866653
6479	1.75	Median_duration_of_feeding_burst_insider_IBI_	2378	0.725	no	sucrose	0.24409937162886108
6480	0.78	Median_duration_of_feeding_burst_insider_IBI_	2394	0.34	no	sucrose	0.09222676395178937
6481	0.21	Median_duration_of_feeding_burst_insider_IBI_	2538	0.265	no	sucrose	0.020749300960576502
6482	0.38	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6483	1.945	Median_duration_of_feeding_burst_insider_IBI_	2554	0.8	no	sucrose	0.5964897111555076
6484	1.0	Median_duration_of_feeding_burst_insider_IBI_	2608	0.26	no	sucrose	0.024990089116133686
6485	0.66	Median_duration_of_feeding_burst_insider_IBI_	2609	0.5125	no	sucrose	0.7001098488978317
6486	0.36	Median_duration_of_feeding_burst_insider_IBI_	2618	0.36	no	sucrose	0.4444444444444444
6487	0.21	Median_duration_of_feeding_burst_insider_IBI_	2634	0.21	no	sucrose	0.1111111111111111
6488	0.74	Median_duration_of_feeding_burst_insider_IBI_	4159	0.62	no	sucrose	0.388659874545796
6489	0.27	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6490	0.21	Median_duration_of_feeding_burst_insider_IBI_	0731	0.45	no	sucrose	0.3813610144890933
6491	0.615	Median_duration_of_feeding_burst_insider_IBI_	0732	0.55	no	sucrose	0.8292807808909604
6492	0.45	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6493	0.195	Median_duration_of_feeding_burst_insider_IBI_	1052	0.25	no	sucrose	0.07016509006464608
6494	0.73	Median_duration_of_feeding_burst_insider_IBI_	1075	0.73	no	sucrose	0.7777777777777778
6495	0.53	Median_duration_of_feeding_burst_insider_IBI_	1545	0.485	no	sucrose	0.6998980448060579
6496	0.58	Median_duration_of_feeding_burst_insider_IBI_	1550	0.56	no	sucrose	0.8714843018477174
6497	0.745	Median_duration_of_feeding_burst_insider_IBI_	1554	0.46	no	sucrose	0.8754525935001454
6498	0.6	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	sucrose	0.6113156373481944
6499	0.455	Median_duration_of_feeding_burst_insider_IBI_	1576	0.455	no	sucrose	1.0
6500	0.44	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6501	0.25	Median_duration_of_feeding_burst_insider_IBI_	1581	0.7325	no	sucrose	1.0
6502	0.58	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6503	0.59	Median_duration_of_feeding_burst_insider_IBI_	2378	0.725	no	sucrose	0.24409937162886108
6504	0.525	Median_duration_of_feeding_burst_insider_IBI_	2394	0.34	no	sucrose	0.09222676395178937
6505	0.42	Median_duration_of_feeding_burst_insider_IBI_	2538	0.265	no	sucrose	0.020749300960576502
6506	0.6	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6507	0.8	Median_duration_of_feeding_burst_insider_IBI_	2554	0.8	no	sucrose	0.5964897111555076
6508	1.1	Median_duration_of_feeding_burst_insider_IBI_	4158	1.1	no	sucrose	0.5555555555555556
6509	0.76	Median_duration_of_feeding_burst_insider_IBI_	4159	0.62	no	sucrose	0.388659874545796
6510	1.13	Median_duration_of_feeding_burst_insider_IBI_	emptySplitGal4	0.445	no	sucrose	1.0
6511	0.415	Median_duration_of_feeding_burst_insider_IBI_	0732	0.55	no	sucrose	0.8292807808909604
6512	0.66	Median_duration_of_feeding_burst_insider_IBI_	1053	0.62	no	sucrose	0.832277048021865
6513	0.85	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6514	0.4	Median_duration_of_feeding_burst_insider_IBI_	1550	0.56	no	sucrose	0.8714843018477174
6515	0.46	Median_duration_of_feeding_burst_insider_IBI_	1554	0.46	no	sucrose	0.8754525935001454
6516	0.63	Median_duration_of_feeding_burst_insider_IBI_	1564	0.6799999999999999	no	sucrose	0.8609500836573795
6517	0.33	Median_duration_of_feeding_burst_insider_IBI_	1565	0.33	no	sucrose	0.04422733985786709
6518	0.18	Median_duration_of_feeding_burst_insider_IBI_	1567	0.365	no	sucrose	0.4463428853659771
6519	0.8	Median_duration_of_feeding_burst_insider_IBI_	1570	0.575	no	sucrose	0.8930965910320733
6520	0.31	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6521	0.355	Median_duration_of_feeding_burst_insider_IBI_	1581	0.7325	no	sucrose	1.0
6522	0.24	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6523	0.33	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6524	0.35	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6525	0.725	Median_duration_of_feeding_burst_insider_IBI_	2378	0.725	no	sucrose	0.24409937162886108
6526	0.38	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6527	0.205	Median_duration_of_feeding_burst_insider_IBI_	2608	0.26	no	sucrose	0.024990089116133686
6528	0.425	Median_duration_of_feeding_burst_insider_IBI_	2609	0.5125	no	sucrose	0.7001098488978317
6529	0.16	Median_duration_of_feeding_burst_insider_IBI_	2625	0.16	no	sucrose	0.1111111111111111
6530	0.3	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6531	0.55	Median_duration_of_feeding_burst_insider_IBI_	0731	0.45	no	sucrose	0.3813610144890933
6532	0.9	Median_duration_of_feeding_burst_insider_IBI_	0732	0.55	no	sucrose	0.8292807808909604
6533	0.26	Median_duration_of_feeding_burst_insider_IBI_	0923	0.33499999999999996	no	sucrose	0.10272740704482734
6534	0.95	Median_duration_of_feeding_burst_insider_IBI_	1054	0.615	no	sucrose	0.638205548083921
6535	0.21	Median_duration_of_feeding_burst_insider_IBI_	1545	0.485	no	sucrose	0.6998980448060579
6536	1.31	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6537	1.2	Median_duration_of_feeding_burst_insider_IBI_	1550	0.56	no	sucrose	0.8714843018477174
6538	0.19	Median_duration_of_feeding_burst_insider_IBI_	1554	0.46	no	sucrose	0.8754525935001454
6539	0.73	Median_duration_of_feeding_burst_insider_IBI_	1564	0.6799999999999999	no	sucrose	0.8609500836573795
6540	0.195	Median_duration_of_feeding_burst_insider_IBI_	1566	0.33999999999999997	no	sucrose	0.2203688673232953
6541	0.29	Median_duration_of_feeding_burst_insider_IBI_	1579	0.8925000000000001	no	sucrose	0.48409267711659393
6542	1.11	Median_duration_of_feeding_burst_insider_IBI_	1581	0.7325	no	sucrose	1.0
6543	2.725	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6544	0.23	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6545	0.94	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6546	0.265	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6547	0.21	Median_duration_of_feeding_burst_insider_IBI_	2608	0.26	no	sucrose	0.024990089116133686
6548	0.6	Median_duration_of_feeding_burst_insider_IBI_	2609	0.5125	no	sucrose	0.7001098488978317
6549	0.58	Median_duration_of_feeding_burst_insider_IBI_	2635	0.875	no	sucrose	0.19391854695482663
6550	0.62	Median_duration_of_feeding_burst_insider_IBI_	4159	0.62	no	sucrose	0.388659874545796
6551	0.43	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6552	0.225	Median_duration_of_feeding_burst_insider_IBI_	0732	0.55	no	sucrose	0.8292807808909604
6553	0.25	Median_duration_of_feeding_burst_insider_IBI_	1052	0.25	no	sucrose	0.07016509006464608
6554	2.07	Median_duration_of_feeding_burst_insider_IBI_	1545	0.485	no	sucrose	0.6998980448060579
6555	0.33	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6556	1.06	Median_duration_of_feeding_burst_insider_IBI_	1550	0.56	no	sucrose	0.8714843018477174
6557	0.36	Median_duration_of_feeding_burst_insider_IBI_	1554	0.46	no	sucrose	0.8754525935001454
6558	0.31	Median_duration_of_feeding_burst_insider_IBI_	1564	0.6799999999999999	no	sucrose	0.8609500836573795
6559	0.9	Median_duration_of_feeding_burst_insider_IBI_	1566	0.33999999999999997	no	sucrose	0.2203688673232953
6560	0.53	Median_duration_of_feeding_burst_insider_IBI_	1576	0.455	no	sucrose	1.0
6561	0.19	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6562	0.26	Median_duration_of_feeding_burst_insider_IBI_	2259	0.475	no	sucrose	1.0
6563	1.71	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6564	0.93	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6565	0.27	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6566	0.64	Median_duration_of_feeding_burst_insider_IBI_	2609	0.5125	no	sucrose	0.7001098488978317
6567	1.17	Median_duration_of_feeding_burst_insider_IBI_	2635	0.875	no	sucrose	0.19391854695482663
6568	0.285	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6569	0.26	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6570	0.15	Median_duration_of_feeding_burst_insider_IBI_	1052	0.25	no	sucrose	0.07016509006464608
6571	0.36	Median_duration_of_feeding_burst_insider_IBI_	1053	0.62	no	sucrose	0.832277048021865
6572	0.575	Median_duration_of_feeding_burst_insider_IBI_	1543	0.5625	no	sucrose	0.6868298722379803
6573	0.22	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6574	4.15	Median_duration_of_feeding_burst_insider_IBI_	1564	0.6799999999999999	no	sucrose	0.8609500836573795
6575	0.51	Median_duration_of_feeding_burst_insider_IBI_	1567	0.365	no	sucrose	0.4463428853659771
6576	0.435	Median_duration_of_feeding_burst_insider_IBI_	1576	0.455	no	sucrose	1.0
6577	0.84	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6578	0.715	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6579	0.705	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6580	0.41	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6581	0.31	Median_duration_of_feeding_burst_insider_IBI_	2608	0.26	no	sucrose	0.024990089116133686
6582	0.32	Median_duration_of_feeding_burst_insider_IBI_	2609	0.5125	no	sucrose	0.7001098488978317
6583	0.23	Median_duration_of_feeding_burst_insider_IBI_	0730	0.2925	yes	sucrose	0.003963046129184713
6584	0.55	Median_duration_of_feeding_burst_insider_IBI_	0732	0.55	no	sucrose	0.8292807808909604
6585	0.365	Median_duration_of_feeding_burst_insider_IBI_	0923	0.33499999999999996	no	sucrose	0.10272740704482734
6586	0.2	Median_duration_of_feeding_burst_insider_IBI_	1046	0.37	no	sucrose	0.05562129738364336
6587	0.49	Median_duration_of_feeding_burst_insider_IBI_	1052	0.25	no	sucrose	0.07016509006464608
6588	2.63	Median_duration_of_feeding_burst_insider_IBI_	1054	0.615	no	sucrose	0.638205548083921
6589	0.4	Median_duration_of_feeding_burst_insider_IBI_	1077	0.3275	no	sucrose	0.26244976150449434
6590	0.285	Median_duration_of_feeding_burst_insider_IBI_	1549	0.33	no	sucrose	0.08164695261945336
6591	1.03	Median_duration_of_feeding_burst_insider_IBI_	1564	0.6799999999999999	no	sucrose	0.8609500836573795
6592	0.36	Median_duration_of_feeding_burst_insider_IBI_	1565	0.33	no	sucrose	0.04422733985786709
6593	0.83	Median_duration_of_feeding_burst_insider_IBI_	1566	0.33999999999999997	no	sucrose	0.2203688673232953
6594	1.165	Median_duration_of_feeding_burst_insider_IBI_	1569	0.6	no	sucrose	0.6113156373481944
6595	0.31	Median_duration_of_feeding_burst_insider_IBI_	1587	0.31	no	sucrose	0.1952181760760608
6596	2.0	Median_duration_of_feeding_burst_insider_IBI_	1593	2.0	no	sucrose	0.2222222222222222
6597	0.72	Median_duration_of_feeding_burst_insider_IBI_	2259	0.475	no	sucrose	1.0
6598	0.53	Median_duration_of_feeding_burst_insider_IBI_	2275	0.44	no	sucrose	0.6152760899608218
6599	0.62	Median_duration_of_feeding_burst_insider_IBI_	2316	0.62	no	sucrose	0.6548707570145037
6600	0.36	Median_duration_of_feeding_burst_insider_IBI_	2547	0.38	no	sucrose	0.20902482296827568
6601	0.42	Median_duration_of_feeding_burst_insider_IBI_	2609	0.5125	no	sucrose	0.7001098488978317
