	Data	Id	Label	Median	Signif	Substr	pVal
10240	1.13	total_duration_of_feeding_bursts	2538	2.45	no	sucrose	0.7109762233160455
10241	61.95	total_duration_of_feeding_bursts	2547	12.245000000000001	yes	sucrose	0.0064166726791998144
10242	0.0	total_duration_of_feeding_bursts	2554	1.09	no	sucrose	0.050470884036715714
10243	2.7	total_duration_of_feeding_bursts	2608	1.5299999999999998	no	sucrose	0.5955391484946942
10244	2.33	total_duration_of_feeding_bursts	2609	7.914999999999999	no	sucrose	0.12322692777019918
10245	0.0	total_duration_of_feeding_bursts	2617	0.19	no	sucrose	0.017497552906111435
10246	0.0	total_duration_of_feeding_bursts	2618	0.0	yes	sucrose	0.008354096481279452
10247	0.0	total_duration_of_feeding_bursts	2624	1.69	no	sucrose	0.7112901146919212
10248	1.65	total_duration_of_feeding_bursts	2625	0.335	no	sucrose	0.033124212636721106
10249	0.35	total_duration_of_feeding_bursts	2634	2.48	no	sucrose	1.0
10250	1.8	total_duration_of_feeding_bursts	2635	1.475	no	sucrose	0.41782031077349835
10251	0.0	total_duration_of_feeding_bursts	4158	0.28	no	sucrose	0.059254682360767266
10252	4.33	total_duration_of_feeding_bursts	4159	2.625	no	sucrose	0.8449794533512915
10253	0.0	total_duration_of_feeding_bursts	emptySplitGal4	2.37	no	sucrose	1.0
10254	11.12	total_duration_of_feeding_bursts	0730	11.3	no	sucrose	0.018672066285226788
10255	2.54	total_duration_of_feeding_bursts	0731	2.5700000000000003	no	sucrose	0.5273691295062778
10256	10.81	total_duration_of_feeding_bursts	0732	8.61	no	sucrose	0.02364045646448286
10257	32.94	total_duration_of_feeding_bursts	0923	5.37	no	sucrose	0.0541468461326371
10258	2.01	total_duration_of_feeding_bursts	1046	3.81	no	sucrose	0.16048292685499774
10259	1.01	total_duration_of_feeding_bursts	1052	4.51	no	sucrose	0.45957434070771186
10260	2.91	total_duration_of_feeding_bursts	1053	0.99	no	sucrose	0.23911136147474432
10261	3.77	total_duration_of_feeding_bursts	1054	3.605	no	sucrose	0.74338416665143
10262	0.0	total_duration_of_feeding_bursts	1063	0.57	no	sucrose	0.10886588166569969
10263	0.0	total_duration_of_feeding_bursts	1073	0.0	yes	sucrose	0.0006964407428944759
10264	0.67	total_duration_of_feeding_bursts	1075	0.8200000000000001	no	sucrose	0.1426049865242047
10265	1.75	total_duration_of_feeding_bursts	1077	1.42	no	sucrose	0.9078713348527874
10266	0.69	total_duration_of_feeding_bursts	1543	0.57	no	sucrose	0.19550272160998855
10267	1.57	total_duration_of_feeding_bursts	1545	1.58	no	sucrose	0.9290694641804975
10268	13.75	total_duration_of_feeding_bursts	1549	5.08	yes	sucrose	0.007182266127218121
10269	0.56	total_duration_of_feeding_bursts	1550	2.33	no	sucrose	0.8585750143378713
10270	13.32	total_duration_of_feeding_bursts	1554	1.58	no	sucrose	0.8442660153836152
10271	1.44	total_duration_of_feeding_bursts	1557	0.55	no	sucrose	0.048206314073073596
10272	0.39	total_duration_of_feeding_bursts	1558	0.95	no	sucrose	0.7894266305089719
10273	0.22	total_duration_of_feeding_bursts	1561	0.22	no	sucrose	0.015952642497511518
10274	11.56	total_duration_of_feeding_bursts	1564	2.79	no	sucrose	0.8914128290780776
10275	0.0	total_duration_of_feeding_bursts	1565	0.87	no	sucrose	0.2378768642383458
10276	11.27	total_duration_of_feeding_bursts	1566	2.94	no	sucrose	0.4708861367126991
10277	16.81	total_duration_of_feeding_bursts	1567	4.61	no	sucrose	0.3728815420166214
10278	0.51	total_duration_of_feeding_bursts	1569	2.76	no	sucrose	0.9844403346923549
10279	1.37	total_duration_of_feeding_bursts	1570	0.99	no	sucrose	0.11088144208264353
10280	0.94	total_duration_of_feeding_bursts	1575	0.67	no	sucrose	0.10551227251201946
10281	0.0	total_duration_of_feeding_bursts	1576	0.32999999999999996	no	sucrose	0.1646256335411825
10282	1.28	total_duration_of_feeding_bursts	1579	2.7249999999999996	no	sucrose	0.8156712100335112
10283	2.28	total_duration_of_feeding_bursts	1581	2.01	no	sucrose	0.43620573488302644
10284	8.53	total_duration_of_feeding_bursts	1587	7.36	no	sucrose	0.16614629618873275
10285	0.0	total_duration_of_feeding_bursts	1588	0.0	yes	sucrose	0.0020939281965307705
10286	0.0	total_duration_of_feeding_bursts	1593	0.0	no	sucrose	0.010161782427536662
10287	2.01	total_duration_of_feeding_bursts	1597	0.26	no	sucrose	0.017156004049373383
10288	0.0	total_duration_of_feeding_bursts	1602	0.0	yes	sucrose	0.003422360257746509
10289	0.4	total_duration_of_feeding_bursts	2111	0.0	no	sucrose	0.01052811311397967
10290	0.67	total_duration_of_feeding_bursts	2257	0.67	no	sucrose	0.09525406580508093
10291	0.89	total_duration_of_feeding_bursts	2259	2.68	no	sucrose	0.6428270658665708
10292	8.16	total_duration_of_feeding_bursts	2275	12.11	yes	sucrose	0.005385288547800436
10293	0.0	total_duration_of_feeding_bursts	2278	0.675	no	sucrose	0.0779158920090938
10294	0.0	total_duration_of_feeding_bursts	2279	0.0	yes	sucrose	0.004993395798156569
10295	0.79	total_duration_of_feeding_bursts	2285	0.525	no	sucrose	0.05280654733300411
10296	0.0	total_duration_of_feeding_bursts	2310	0.0	yes	sucrose	0.0012763108061857927
10297	47.13	total_duration_of_feeding_bursts	2316	6.5	no	sucrose	0.05914257299829694
10298	0.0	total_duration_of_feeding_bursts	2324	0.83	no	sucrose	0.15310414894325539
10299	0.71	total_duration_of_feeding_bursts	2378	0.605	no	sucrose	0.2040524646749678
10300	0.0	total_duration_of_feeding_bursts	2384	0.0	no	sucrose	0.01052811311397967
10301	2.3	total_duration_of_feeding_bursts	2388	1.58	no	sucrose	0.18743357336452474
10302	0.5	total_duration_of_feeding_bursts	2391	0.7	no	sucrose	0.3404415301423468
10303	4.02	total_duration_of_feeding_bursts	2394	4.275	no	sucrose	0.6674995133951608
10304	0.0	total_duration_of_feeding_bursts	2538	2.45	no	sucrose	0.7109762233160455
10305	94.3	total_duration_of_feeding_bursts	2547	12.245000000000001	yes	sucrose	0.0064166726791998144
10306	0.0	total_duration_of_feeding_bursts	2554	1.09	no	sucrose	0.050470884036715714
10307	4.65	total_duration_of_feeding_bursts	2608	1.5299999999999998	no	sucrose	0.5955391484946942
10308	8.04	total_duration_of_feeding_bursts	2609	7.914999999999999	no	sucrose	0.12322692777019918
10309	0.61	total_duration_of_feeding_bursts	2617	0.19	no	sucrose	0.017497552906111435
10310	0.0	total_duration_of_feeding_bursts	2618	0.0	yes	sucrose	0.008354096481279452
10311	8.87	total_duration_of_feeding_bursts	2624	1.69	no	sucrose	0.7112901146919212
10312	0.29	total_duration_of_feeding_bursts	2625	0.335	no	sucrose	0.033124212636721106
10313	1.9	total_duration_of_feeding_bursts	2634	2.48	no	sucrose	1.0
10314	3.39	total_duration_of_feeding_bursts	2635	1.475	no	sucrose	0.41782031077349835
10315	0.28	total_duration_of_feeding_bursts	4158	0.28	no	sucrose	0.059254682360767266
10316	2.55	total_duration_of_feeding_bursts	4159	2.625	no	sucrose	0.8449794533512915
10317	0.17	total_duration_of_feeding_bursts	emptySplitGal4	2.37	no	sucrose	1.0
10318	59.47	total_duration_of_feeding_bursts	0730	11.3	no	sucrose	0.018672066285226788
10319	0.51	total_duration_of_feeding_bursts	0731	2.5700000000000003	no	sucrose	0.5273691295062778
10320	16.34	total_duration_of_feeding_bursts	0732	8.61	no	sucrose	0.02364045646448286
10321	4.36	total_duration_of_feeding_bursts	0923	5.37	no	sucrose	0.0541468461326371
10322	15.31	total_duration_of_feeding_bursts	1046	3.81	no	sucrose	0.16048292685499774
10323	5.32	total_duration_of_feeding_bursts	1052	4.51	no	sucrose	0.45957434070771186
10324	0.0	total_duration_of_feeding_bursts	1053	0.99	no	sucrose	0.23911136147474432
10325	0.37	total_duration_of_feeding_bursts	1054	3.605	no	sucrose	0.74338416665143
10326	0.57	total_duration_of_feeding_bursts	1063	0.57	no	sucrose	0.10886588166569969
10327	0.0	total_duration_of_feeding_bursts	1073	0.0	yes	sucrose	0.0006964407428944759
10328	0.0	total_duration_of_feeding_bursts	1075	0.8200000000000001	no	sucrose	0.1426049865242047
10329	1.57	total_duration_of_feeding_bursts	1077	1.42	no	sucrose	0.9078713348527874
10330	0.25	total_duration_of_feeding_bursts	1543	0.57	no	sucrose	0.19550272160998855
10331	5.64	total_duration_of_feeding_bursts	1545	1.58	no	sucrose	0.9290694641804975
10332	63.23	total_duration_of_feeding_bursts	1549	5.08	yes	sucrose	0.007182266127218121
10333	7.05	total_duration_of_feeding_bursts	1550	2.33	no	sucrose	0.8585750143378713
10334	6.24	total_duration_of_feeding_bursts	1554	1.58	no	sucrose	0.8442660153836152
10335	1.22	total_duration_of_feeding_bursts	1557	0.55	no	sucrose	0.048206314073073596
10336	0.9	total_duration_of_feeding_bursts	1558	0.95	no	sucrose	0.7894266305089719
10337	0.27	total_duration_of_feeding_bursts	1561	0.22	no	sucrose	0.015952642497511518
10338	29.46	total_duration_of_feeding_bursts	1564	2.79	no	sucrose	0.8914128290780776
10339	1.49	total_duration_of_feeding_bursts	1565	0.87	no	sucrose	0.2378768642383458
10340	10.75	total_duration_of_feeding_bursts	1566	2.94	no	sucrose	0.4708861367126991
10341	559.92	total_duration_of_feeding_bursts	1567	4.61	no	sucrose	0.3728815420166214
10342	1.33	total_duration_of_feeding_bursts	1569	2.76	no	sucrose	0.9844403346923549
10343	0.99	total_duration_of_feeding_bursts	1570	0.99	no	sucrose	0.11088144208264353
10344	0.0	total_duration_of_feeding_bursts	1575	0.67	no	sucrose	0.10551227251201946
10345	8.86	total_duration_of_feeding_bursts	1576	0.32999999999999996	no	sucrose	0.1646256335411825
10346	0.0	total_duration_of_feeding_bursts	1579	2.7249999999999996	no	sucrose	0.8156712100335112
10347	0.65	total_duration_of_feeding_bursts	1581	2.01	no	sucrose	0.43620573488302644
10348	19.26	total_duration_of_feeding_bursts	1587	7.36	no	sucrose	0.16614629618873275
10349	0.0	total_duration_of_feeding_bursts	1588	0.0	yes	sucrose	0.0020939281965307705
10350	0.0	total_duration_of_feeding_bursts	1593	0.0	no	sucrose	0.010161782427536662
10351	0.0	total_duration_of_feeding_bursts	1597	0.26	no	sucrose	0.017156004049373383
10352	0.0	total_duration_of_feeding_bursts	1602	0.0	yes	sucrose	0.003422360257746509
10353	0.0	total_duration_of_feeding_bursts	2111	0.0	no	sucrose	0.01052811311397967
10354	0.0	total_duration_of_feeding_bursts	2257	0.67	no	sucrose	0.09525406580508093
10355	2.68	total_duration_of_feeding_bursts	2259	2.68	no	sucrose	0.6428270658665708
10356	12.11	total_duration_of_feeding_bursts	2275	12.11	yes	sucrose	0.005385288547800436
10357	1.96	total_duration_of_feeding_bursts	2278	0.675	no	sucrose	0.0779158920090938
10358	0.46	total_duration_of_feeding_bursts	2279	0.0	yes	sucrose	0.004993395798156569
10359	0.0	total_duration_of_feeding_bursts	2285	0.525	no	sucrose	0.05280654733300411
10360	0.0	total_duration_of_feeding_bursts	2310	0.0	yes	sucrose	0.0012763108061857927
10361	9.39	total_duration_of_feeding_bursts	2316	6.5	no	sucrose	0.05914257299829694
10362	1.96	total_duration_of_feeding_bursts	2324	0.83	no	sucrose	0.15310414894325539
10363	0.5	total_duration_of_feeding_bursts	2378	0.605	no	sucrose	0.2040524646749678
10364	0.0	total_duration_of_feeding_bursts	2384	0.0	no	sucrose	0.01052811311397967
10365	0.0	total_duration_of_feeding_bursts	2388	1.58	no	sucrose	0.18743357336452474
10366	0.68	total_duration_of_feeding_bursts	2391	0.7	no	sucrose	0.3404415301423468
10367	0.0	total_duration_of_feeding_bursts	2394	4.275	no	sucrose	0.6674995133951608
10368	3.88	total_duration_of_feeding_bursts	2538	2.45	no	sucrose	0.7109762233160455
10369	5.83	total_duration_of_feeding_bursts	2547	12.245000000000001	yes	sucrose	0.0064166726791998144
10370	1.79	total_duration_of_feeding_bursts	2554	1.09	no	sucrose	0.050470884036715714
10371	2.06	total_duration_of_feeding_bursts	2608	1.5299999999999998	no	sucrose	0.5955391484946942
10372	29.46	total_duration_of_feeding_bursts	2609	7.914999999999999	no	sucrose	0.12322692777019918
10373	0.0	total_duration_of_feeding_bursts	2617	0.19	no	sucrose	0.017497552906111435
10374	0.0	total_duration_of_feeding_bursts	2618	0.0	yes	sucrose	0.008354096481279452
10375	1.07	total_duration_of_feeding_bursts	2624	1.69	no	sucrose	0.7112901146919212
10376	0.0	total_duration_of_feeding_bursts	2625	0.335	no	sucrose	0.033124212636721106
10377	2.08	total_duration_of_feeding_bursts	2635	1.475	no	sucrose	0.41782031077349835
10378	0.0	total_duration_of_feeding_bursts	4159	2.625	no	sucrose	0.8449794533512915
10379	0.56	total_duration_of_feeding_bursts	emptySplitGal4	2.37	no	sucrose	1.0
10380	7.16	total_duration_of_feeding_bursts	0730	11.3	no	sucrose	0.018672066285226788
10381	2.98	total_duration_of_feeding_bursts	0731	2.5700000000000003	no	sucrose	0.5273691295062778
10382	0.68	total_duration_of_feeding_bursts	0732	8.61	no	sucrose	0.02364045646448286
10383	0.84	total_duration_of_feeding_bursts	0923	5.37	no	sucrose	0.0541468461326371
10384	1.78	total_duration_of_feeding_bursts	1046	3.81	no	sucrose	0.16048292685499774
10385	7.16	total_duration_of_feeding_bursts	1052	4.51	no	sucrose	0.45957434070771186
10386	2.62	total_duration_of_feeding_bursts	1053	0.99	no	sucrose	0.23911136147474432
10387	3.44	total_duration_of_feeding_bursts	1054	3.605	no	sucrose	0.74338416665143
10388	0.64	total_duration_of_feeding_bursts	1063	0.57	no	sucrose	0.10886588166569969
10389	0.0	total_duration_of_feeding_bursts	1073	0.0	yes	sucrose	0.0006964407428944759
10390	4.11	total_duration_of_feeding_bursts	1075	0.8200000000000001	no	sucrose	0.1426049865242047
10391	0.29	total_duration_of_feeding_bursts	1077	1.42	no	sucrose	0.9078713348527874
10392	3.32	total_duration_of_feeding_bursts	1543	0.57	no	sucrose	0.19550272160998855
10393	0.68	total_duration_of_feeding_bursts	1545	1.58	no	sucrose	0.9290694641804975
10394	5.08	total_duration_of_feeding_bursts	1549	5.08	yes	sucrose	0.007182266127218121
10395	0.0	total_duration_of_feeding_bursts	1550	2.33	no	sucrose	0.8585750143378713
10396	0.62	total_duration_of_feeding_bursts	1554	1.58	no	sucrose	0.8442660153836152
10397	0.0	total_duration_of_feeding_bursts	1557	0.55	no	sucrose	0.048206314073073596
10398	0.75	total_duration_of_feeding_bursts	1558	0.95	no	sucrose	0.7894266305089719
10399	2.78	total_duration_of_feeding_bursts	1561	0.22	no	sucrose	0.015952642497511518
10400	4.14	total_duration_of_feeding_bursts	1564	2.79	no	sucrose	0.8914128290780776
10401	0.84	total_duration_of_feeding_bursts	1565	0.87	no	sucrose	0.2378768642383458
10402	2.28	total_duration_of_feeding_bursts	1566	2.94	no	sucrose	0.4708861367126991
10403	8.85	total_duration_of_feeding_bursts	1567	4.61	no	sucrose	0.3728815420166214
10404	0.0	total_duration_of_feeding_bursts	1569	2.76	no	sucrose	0.9844403346923549
10405	0.0	total_duration_of_feeding_bursts	1570	0.99	no	sucrose	0.11088144208264353
10406	0.33	total_duration_of_feeding_bursts	1575	0.67	no	sucrose	0.10551227251201946
10407	9.47	total_duration_of_feeding_bursts	1576	0.32999999999999996	no	sucrose	0.1646256335411825
10408	0.0	total_duration_of_feeding_bursts	1579	2.7249999999999996	no	sucrose	0.8156712100335112
10409	2.01	total_duration_of_feeding_bursts	1581	2.01	no	sucrose	0.43620573488302644
10410	4.43	total_duration_of_feeding_bursts	1587	7.36	no	sucrose	0.16614629618873275
10411	0.75	total_duration_of_feeding_bursts	1588	0.0	yes	sucrose	0.0020939281965307705
10412	0.0	total_duration_of_feeding_bursts	1593	0.0	no	sucrose	0.010161782427536662
10413	0.0	total_duration_of_feeding_bursts	1597	0.26	no	sucrose	0.017156004049373383
10414	0.0	total_duration_of_feeding_bursts	1602	0.0	yes	sucrose	0.003422360257746509
10415	0.0	total_duration_of_feeding_bursts	2257	0.67	no	sucrose	0.09525406580508093
10416	0.25	total_duration_of_feeding_bursts	2259	2.68	no	sucrose	0.6428270658665708
10417	3.62	total_duration_of_feeding_bursts	2275	12.11	yes	sucrose	0.005385288547800436
10418	0.0	total_duration_of_feeding_bursts	2279	0.0	yes	sucrose	0.004993395798156569
10419	0.0	total_duration_of_feeding_bursts	2285	0.525	no	sucrose	0.05280654733300411
10420	0.0	total_duration_of_feeding_bursts	2310	0.0	yes	sucrose	0.0012763108061857927
10421	3.04	total_duration_of_feeding_bursts	2316	6.5	no	sucrose	0.05914257299829694
10422	1.32	total_duration_of_feeding_bursts	2324	0.83	no	sucrose	0.15310414894325539
10423	1.35	total_duration_of_feeding_bursts	2378	0.605	no	sucrose	0.2040524646749678
10424	0.43	total_duration_of_feeding_bursts	2388	1.58	no	sucrose	0.18743357336452474
10425	0.4	total_duration_of_feeding_bursts	2391	0.7	no	sucrose	0.3404415301423468
10426	0.0	total_duration_of_feeding_bursts	2394	4.275	no	sucrose	0.6674995133951608
10427	0.58	total_duration_of_feeding_bursts	2538	2.45	no	sucrose	0.7109762233160455
10428	27.33	total_duration_of_feeding_bursts	2547	12.245000000000001	yes	sucrose	0.0064166726791998144
10429	0.25	total_duration_of_feeding_bursts	2554	1.09	no	sucrose	0.050470884036715714
10430	1.07	total_duration_of_feeding_bursts	2608	1.5299999999999998	no	sucrose	0.5955391484946942
10431	7.79	total_duration_of_feeding_bursts	2609	7.914999999999999	no	sucrose	0.12322692777019918
10432	2.64	total_duration_of_feeding_bursts	2617	0.19	no	sucrose	0.017497552906111435
10433	0.63	total_duration_of_feeding_bursts	2618	0.0	yes	sucrose	0.008354096481279452
10434	4.76	total_duration_of_feeding_bursts	2624	1.69	no	sucrose	0.7112901146919212
10435	0.34	total_duration_of_feeding_bursts	2625	0.335	no	sucrose	0.033124212636721106
10436	1.43	total_duration_of_feeding_bursts	2635	1.475	no	sucrose	0.41782031077349835
10437	2.64	total_duration_of_feeding_bursts	emptySplitGal4	2.37	no	sucrose	1.0
10438	25.15	total_duration_of_feeding_bursts	0730	11.3	no	sucrose	0.018672066285226788
10439	3.44	total_duration_of_feeding_bursts	0731	2.5700000000000003	no	sucrose	0.5273691295062778
10440	8.48	total_duration_of_feeding_bursts	0732	8.61	no	sucrose	0.02364045646448286
10441	11.63	total_duration_of_feeding_bursts	0923	5.37	no	sucrose	0.0541468461326371
10442	2.02	total_duration_of_feeding_bursts	1046	3.81	no	sucrose	0.16048292685499774
10443	8.1	total_duration_of_feeding_bursts	1052	4.51	no	sucrose	0.45957434070771186
10444	0.59	total_duration_of_feeding_bursts	1053	0.99	no	sucrose	0.23911136147474432
10445	7.29	total_duration_of_feeding_bursts	1054	3.605	no	sucrose	0.74338416665143
10446	0.19	total_duration_of_feeding_bursts	1063	0.57	no	sucrose	0.10886588166569969
10447	0.0	total_duration_of_feeding_bursts	1073	0.0	yes	sucrose	0.0006964407428944759
10448	0.78	total_duration_of_feeding_bursts	1075	0.8200000000000001	no	sucrose	0.1426049865242047
10449	14.31	total_duration_of_feeding_bursts	1077	1.42	no	sucrose	0.9078713348527874
10450	0.33	total_duration_of_feeding_bursts	1543	0.57	no	sucrose	0.19550272160998855
10451	1.68	total_duration_of_feeding_bursts	1545	1.58	no	sucrose	0.9290694641804975
10452	141.4	total_duration_of_feeding_bursts	1549	5.08	yes	sucrose	0.007182266127218121
10453	0.2	total_duration_of_feeding_bursts	1550	2.33	no	sucrose	0.8585750143378713
10454	0.0	total_duration_of_feeding_bursts	1554	1.58	no	sucrose	0.8442660153836152
10455	2.05	total_duration_of_feeding_bursts	1557	0.55	no	sucrose	0.048206314073073596
10456	0.56	total_duration_of_feeding_bursts	1558	0.95	no	sucrose	0.7894266305089719
10457	0.0	total_duration_of_feeding_bursts	1561	0.22	no	sucrose	0.015952642497511518
10458	5.81	total_duration_of_feeding_bursts	1564	2.79	no	sucrose	0.8914128290780776
10459	14.25	total_duration_of_feeding_bursts	1565	0.87	no	sucrose	0.2378768642383458
10460	2.94	total_duration_of_feeding_bursts	1566	2.94	no	sucrose	0.4708861367126991
10461	2.04	total_duration_of_feeding_bursts	1567	4.61	no	sucrose	0.3728815420166214
10462	7.3	total_duration_of_feeding_bursts	1569	2.76	no	sucrose	0.9844403346923549
10463	0.79	total_duration_of_feeding_bursts	1570	0.99	no	sucrose	0.11088144208264353
10464	0.67	total_duration_of_feeding_bursts	1575	0.67	no	sucrose	0.10551227251201946
10465	0.35	total_duration_of_feeding_bursts	1576	0.32999999999999996	no	sucrose	0.1646256335411825
10466	5.9	total_duration_of_feeding_bursts	1579	2.7249999999999996	no	sucrose	0.8156712100335112
10467	0.0	total_duration_of_feeding_bursts	1581	2.01	no	sucrose	0.43620573488302644
10468	5.34	total_duration_of_feeding_bursts	1587	7.36	no	sucrose	0.16614629618873275
10469	0.21	total_duration_of_feeding_bursts	1588	0.0	yes	sucrose	0.0020939281965307705
10470	2.18	total_duration_of_feeding_bursts	1593	0.0	no	sucrose	0.010161782427536662
10471	0.0	total_duration_of_feeding_bursts	1597	0.26	no	sucrose	0.017156004049373383
10472	0.27	total_duration_of_feeding_bursts	1602	0.0	yes	sucrose	0.003422360257746509
10473	0.0	total_duration_of_feeding_bursts	2257	0.67	no	sucrose	0.09525406580508093
10474	11.91	total_duration_of_feeding_bursts	2259	2.68	no	sucrose	0.6428270658665708
10475	16.17	total_duration_of_feeding_bursts	2275	12.11	yes	sucrose	0.005385288547800436
10476	0.46	total_duration_of_feeding_bursts	2279	0.0	yes	sucrose	0.004993395798156569
10477	0.0	total_duration_of_feeding_bursts	2285	0.525	no	sucrose	0.05280654733300411
10478	0.0	total_duration_of_feeding_bursts	2310	0.0	yes	sucrose	0.0012763108061857927
10479	16.52	total_duration_of_feeding_bursts	2316	6.5	no	sucrose	0.05914257299829694
10480	0.83	total_duration_of_feeding_bursts	2324	0.83	no	sucrose	0.15310414894325539
10481	0.0	total_duration_of_feeding_bursts	2378	0.605	no	sucrose	0.2040524646749678
10482	1.11	total_duration_of_feeding_bursts	2388	1.58	no	sucrose	0.18743357336452474
10483	4.18	total_duration_of_feeding_bursts	2391	0.7	no	sucrose	0.3404415301423468
10484	0.19	total_duration_of_feeding_bursts	2394	4.275	no	sucrose	0.6674995133951608
10485	0.66	total_duration_of_feeding_bursts	2538	2.45	no	sucrose	0.7109762233160455
10486	37.09	total_duration_of_feeding_bursts	2547	12.245000000000001	yes	sucrose	0.0064166726791998144
10487	0.36	total_duration_of_feeding_bursts	2554	1.09	no	sucrose	0.050470884036715714
10488	1.05	total_duration_of_feeding_bursts	2608	1.5299999999999998	no	sucrose	0.5955391484946942
10489	18.49	total_duration_of_feeding_bursts	2609	7.914999999999999	no	sucrose	0.12322692777019918
10490	0.35	total_duration_of_feeding_bursts	2617	0.19	no	sucrose	0.017497552906111435
10491	0.0	total_duration_of_feeding_bursts	2618	0.0	yes	sucrose	0.008354096481279452
10492	0.26	total_duration_of_feeding_bursts	2624	1.69	no	sucrose	0.7112901146919212
10493	1.02	total_duration_of_feeding_bursts	2625	0.335	no	sucrose	0.033124212636721106
10494	0.76	total_duration_of_feeding_bursts	2635	1.475	no	sucrose	0.41782031077349835
10495	4.02	total_duration_of_feeding_bursts	emptySplitGal4	2.37	no	sucrose	1.0
10496	11.3	total_duration_of_feeding_bursts	0730	11.3	no	sucrose	0.018672066285226788
10497	1.8	total_duration_of_feeding_bursts	0731	2.5700000000000003	no	sucrose	0.5273691295062778
10498	9.55	total_duration_of_feeding_bursts	0732	8.61	no	sucrose	0.02364045646448286
10499	9.11	total_duration_of_feeding_bursts	0923	5.37	no	sucrose	0.0541468461326371
10500	2.04	total_duration_of_feeding_bursts	1046	3.81	no	sucrose	0.16048292685499774
10501	4.53	total_duration_of_feeding_bursts	1052	4.51	no	sucrose	0.45957434070771186
10502	0.24	total_duration_of_feeding_bursts	1053	0.99	no	sucrose	0.23911136147474432
10503	0.0	total_duration_of_feeding_bursts	1054	3.605	no	sucrose	0.74338416665143
10504	3.63	total_duration_of_feeding_bursts	1063	0.57	no	sucrose	0.10886588166569969
10505	0.45	total_duration_of_feeding_bursts	1073	0.0	yes	sucrose	0.0006964407428944759
10506	0.0	total_duration_of_feeding_bursts	1075	0.8200000000000001	no	sucrose	0.1426049865242047
10507	1.42	total_duration_of_feeding_bursts	1077	1.42	no	sucrose	0.9078713348527874
10508	0.0	total_duration_of_feeding_bursts	1543	0.57	no	sucrose	0.19550272160998855
10509	0.96	total_duration_of_feeding_bursts	1545	1.58	no	sucrose	0.9290694641804975
10510	3.72	total_duration_of_feeding_bursts	1549	5.08	yes	sucrose	0.007182266127218121
10511	1.61	total_duration_of_feeding_bursts	1550	2.33	no	sucrose	0.8585750143378713
10512	0.21	total_duration_of_feeding_bursts	1554	1.58	no	sucrose	0.8442660153836152
10513	0.0	total_duration_of_feeding_bursts	1557	0.55	no	sucrose	0.048206314073073596
10514	3.56	total_duration_of_feeding_bursts	1558	0.95	no	sucrose	0.7894266305089719
10515	0.48	total_duration_of_feeding_bursts	1561	0.22	no	sucrose	0.015952642497511518
10516	4.07	total_duration_of_feeding_bursts	1564	2.79	no	sucrose	0.8914128290780776
10517	1.13	total_duration_of_feeding_bursts	1565	0.87	no	sucrose	0.2378768642383458
10518	2.99	total_duration_of_feeding_bursts	1566	2.94	no	sucrose	0.4708861367126991
10519	5.84	total_duration_of_feeding_bursts	1567	4.61	no	sucrose	0.3728815420166214
10520	3.15	total_duration_of_feeding_bursts	1569	2.76	no	sucrose	0.9844403346923549
10521	4.01	total_duration_of_feeding_bursts	1570	0.99	no	sucrose	0.11088144208264353
10522	5.83	total_duration_of_feeding_bursts	1575	0.67	no	sucrose	0.10551227251201946
10523	1.29	total_duration_of_feeding_bursts	1576	0.32999999999999996	no	sucrose	0.1646256335411825
10524	3.02	total_duration_of_feeding_bursts	1579	2.7249999999999996	no	sucrose	0.8156712100335112
10525	0.47	total_duration_of_feeding_bursts	1581	2.01	no	sucrose	0.43620573488302644
10526	12.24	total_duration_of_feeding_bursts	1587	7.36	no	sucrose	0.16614629618873275
10527	0.0	total_duration_of_feeding_bursts	1588	0.0	yes	sucrose	0.0020939281965307705
10528	0.47	total_duration_of_feeding_bursts	1597	0.26	no	sucrose	0.017156004049373383
10529	2.62	total_duration_of_feeding_bursts	1602	0.0	yes	sucrose	0.003422360257746509
10530	10.77	total_duration_of_feeding_bursts	2257	0.67	no	sucrose	0.09525406580508093
10531	5.97	total_duration_of_feeding_bursts	2259	2.68	no	sucrose	0.6428270658665708
10532	6.55	total_duration_of_feeding_bursts	2275	12.11	yes	sucrose	0.005385288547800436
10533	0.92	total_duration_of_feeding_bursts	2279	0.0	yes	sucrose	0.004993395798156569
10534	2.81	total_duration_of_feeding_bursts	2285	0.525	no	sucrose	0.05280654733300411
10535	0.39	total_duration_of_feeding_bursts	2310	0.0	yes	sucrose	0.0012763108061857927
10536	9.82	total_duration_of_feeding_bursts	2316	6.5	no	sucrose	0.05914257299829694
10537	1.75	total_duration_of_feeding_bursts	2324	0.83	no	sucrose	0.15310414894325539
10538	0.5	total_duration_of_feeding_bursts	2378	0.605	no	sucrose	0.2040524646749678
10539	0.0	total_duration_of_feeding_bursts	2388	1.58	no	sucrose	0.18743357336452474
10540	0.7	total_duration_of_feeding_bursts	2391	0.7	no	sucrose	0.3404415301423468
10541	0.0	total_duration_of_feeding_bursts	2394	4.275	no	sucrose	0.6674995133951608
10542	5.0	total_duration_of_feeding_bursts	2538	2.45	no	sucrose	0.7109762233160455
10543	3.07	total_duration_of_feeding_bursts	2547	12.245000000000001	yes	sucrose	0.0064166726791998144
10544	1.09	total_duration_of_feeding_bursts	2554	1.09	no	sucrose	0.050470884036715714
